student_id,name,gpa,major,current_courses,academic_warnings
1130,Arjun T,6.1,Mechanical,"Dynamics, Thermo, Fluid Mech",No
1131,Ankit R,8.4,Data Science,"NLP, ML, Python",No
1132,Divya M,6.1,Computer Sci.,"Python, DSA, Java",No
1133,Priya R,9.7,Mechanical,"CAD, Dynamics, Fluid Mech",No
1134,Priya T,8.2,Mechanical,"Dynamics, Mechatronics, CAD",No
1135,Divya M,5.7,Electronics,"Embedded, Signals, Circuits",Yes
1136,Priya M,6.1,Civil,"Geotech, Concrete Tech, Surveying",No
1137,Meera T,6.7,Data Science,"ML, NLP, Stats",No
1138,Sneha K,8.5,Civil,"Structural, Concrete Tech, Geotech",No
1139,Karan M,7.5,Computer Sci.,"OS, AI, Java",No
1140,Arjun S,7.4,AI & ML,"AI, DL, NLP",No
1141,Karan M,9.8,Civil,"Surveying, Structural, Concrete Tech",No
1142,Rahul K,8.3,Information Tech.,"Security, Java, Networking",No
1143,Priya M,7.7,Data Science,"Python, ML, NLP",No
1144,Rahul T,5.1,Data Science,"Stats, Data Mining, Python",Yes
1145,Priya K,7.0,Computer Sci.,"Java, DSA, AI",No
1146,Sneha M,7.7,Information Tech.,"Web Dev, Java, OS",No
1147,Ankit T,6.0,Data Science,"ML, Data Mining, NLP",No
1148,Rahul R,8.5,Computer Sci.,"Python, DSA, AI",No
1149,Arjun S,8.1,Electronics,"VLSI, Signals, Circuits",No
1150,Meera S,5.3,Civil,"Concrete Tech, Surveying, Geotech",Yes
1151,Aisha K,9.0,Electronics,"Signals, Embedded, Digital Logic",No
1152,Sneha T,5.5,AI & ML,"ML, DL, NLP",Yes
1153,Ankit R,9.0,Civil,"Geotech, Structural, Surveying",No
1154,Divya M,7.7,Civil,"Geotech, Surveying, Structural",No
1155,Sneha S,6.0,AI & ML,"NLP, RL, ML",No
1156,Ankit K,10.0,Mechanical,"Mechatronics, Thermo, Fluid Mech",No
1157,Arjun K,6.1,AI & ML,"AI, RL, ML",No
1158,Arjun S,7.6,Civil,"Structural, Geotech, Surveying",No
1159,Priya R,8.1,Computer Sci.,"AI, DBMS, OS",No
1160,Karan K,9.1,AI & ML,"ML, DL, NLP",No
1161,Ankit M,8.4,Electronics,"Signals, Embedded, Digital Logic",No
1162,Aisha T,9.0,Civil,"Surveying, Structural, Concrete Tech",No
1163,Arjun T,9.8,Mechanical,"CAD, Fluid Mech, Dynamics",No
1164,Divya M,9.3,Computer Sci.,"Python, Java, AI",No
1165,Sneha R,5.1,Information Tech.,"OS, Networking, Java",Yes
1166,Karan T,5.6,Electrical,"Machines, Power Systems, EM Theory",Yes
1167,Sneha R,5.3,Information Tech.,"OS, Web Dev, Security",Yes
1168,Meera R,5.2,Civil,"Concrete Tech, Surveying, Geotech",Yes
1169,Arjun K,6.5,Civil,"Geotech, Structural, Concrete Tech",No
1170,Divya T,6.1,Computer Sci.,"CN, DBMS, AI",No
1171,Arjun K,5.7,Data Science,"Data Mining, Stats, ML",Yes
1172,Rahul S,9.4,Data Science,"Python, NLP, ML",No
1173,Aisha R,7.3,Electronics,"Digital Logic, Signals, Embedded",No
1174,Arjun S,6.5,Electronics,"Signals, Embedded, VLSI",No
1175,Ankit T,6.4,Computer Sci.,"CN, DSA, DBMS",No
1176,Karan S,7.5,AI & ML,"DL, ML, NLP",No
1177,Arjun R,6.3,Electrical,"EM Theory, Control, Power Systems",No
1178,Meera K,7.8,Mechanical,"Fluid Mech, CAD, Mechatronics",No
1179,Rahul M,9.1,AI & ML,"ML, DL, AI",No
1180,Rahul S,8.8,Data Science,"Python, Stats, ML",No
1181,Ravi K,5.5,AI & ML,"AI, RL, NLP",Yes
1182,Meera T,7.8,Data Science,"Stats, Data Mining, NLP",No
1183,Priya R,9.7,Data Science,"NLP, Stats, Data Mining",No
1184,Aisha K,7.4,Computer Sci.,"OS, DBMS, DSA",No
1185,Rahul M,8.4,Data Science,"Python, Data Mining, NLP",No
1186,Arjun R,7.6,Electronics,"Circuits, Digital Logic, Embedded",No
1187,Divya M,8.3,Civil,"Concrete Tech, Structural, Geotech",No
1188,Rahul K,9.5,Computer Sci.,"Java, OS, Python",No
1189,Sneha S,9.8,Information Tech.,"Security, OS, Java",No
1190,Ravi R,9.4,Mechanical,"Thermo, Dynamics, Fluid Mech",No
1191,Ravi K,6.1,Electronics,"Circuits, Signals, VLSI",No
1192,Priya R,6.7,Electrical,"EM Theory, Control, Machines",No
1193,Karan S,8.4,Data Science,"NLP, Python, Data Mining",No
1194,Priya S,6.9,Mechanical,"Fluid Mech, Thermo, Mechatronics",No
1195,Karan S,5.6,Computer Sci.,"DBMS, AI, DSA",Yes
1196,Divya M,5.6,Data Science,"Python, NLP, ML",Yes
1197,Priya K,9.1,Information Tech.,"Web Dev, Security, Java",No
1198,Ankit M,6.8,Electronics,"Signals, Digital Logic, Embedded",No
1199,Rahul M,9.2,Computer Sci.,"DSA, AI, OS",No
1200,Sneha M,9.3,AI & ML,"ML, DL, NLP",No
1201,Sneha T,9.6,Computer Sci.,"Python, AI, DBMS",No
1202,Meera R,7.6,Electrical,"EM Theory, Control, Power Systems",No
1203,Meera M,6.4,Mechanical,"Thermo, Dynamics, Fluid Mech",No
1204,Divya M,7.3,AI & ML,"AI, NLP, DL",No
1205,Meera K,5.4,Computer Sci.,"Java, CN, DSA",Yes
1206,Rahul M,8.2,Data Science,"NLP, ML, Stats",No
1207,Priya T,6.4,AI & ML,"NLP, DL, AI",No
1208,Rahul R,7.7,AI & ML,"DL, NLP, RL",No
1209,Ravi R,6.9,Mechanical,"CAD, Mechatronics, Dynamics",No
1210,Rahul R,9.2,Data Science,"NLP, Python, Data Mining",No
1211,Aisha R,8.9,Information Tech.,"Security, Java, OS",No
1212,Aisha K,8.8,Electrical,"Control, EM Theory, Machines",No
1213,Divya S,5.6,Mechanical,"Thermo, Dynamics, Fluid Mech",Yes
1214,Priya T,6.7,Electronics,"Embedded, Signals, VLSI",No
1215,Ravi K,7.0,Electronics,"Circuits, VLSI, Signals",No
1216,Ravi S,8.3,Electronics,"VLSI, Embedded, Circuits",No
1217,Priya S,5.2,Civil,"Surveying, Structural, Concrete Tech",Yes
1218,Meera S,8.1,Information Tech.,"Web Dev, OS, Security",No
1219,Karan R,6.5,Electrical,"EM Theory, Machines, Power Systems",No
1220,Ankit T,7.1,Computer Sci.,"OS, Java, Python",No
1221,Karan K,9.0,Information Tech.,"OS, Web Dev, Java",No
1222,Ravi M,6.1,Information Tech.,"Web Dev, Networking, Java",No
1223,Sneha T,5.0,Computer Sci.,"DBMS, DSA, Java",Yes
1224,Priya T,7.8,AI & ML,"DL, RL, NLP",No
1225,Rahul R,6.4,AI & ML,"ML, NLP, RL",No
1226,Priya R,5.9,Computer Sci.,"Java, DBMS, Python",Yes
1227,Ravi M,5.7,Electronics,"Signals, Embedded, Digital Logic",Yes
1228,Rahul S,6.5,Data Science,"Stats, NLP, Python",No
1229,Sneha R,9.3,Computer Sci.,"OS, DSA, Java",No
1230,Ravi M,9.1,Electrical,"Control, Machines, Power Systems",No
1231,Meera S,5.9,Computer Sci.,"Python, OS, DBMS",Yes
1232,Sneha M,8.8,AI & ML,"ML, NLP, AI",No
1233,Meera K,6.9,Information Tech.,"Java, Security, Networking",No
1234,Meera T,9.3,Electrical,"Control, Power Systems, EM Theory",No
1235,Divya S,8.5,Mechanical,"Thermo, Mechatronics, Dynamics",No
1236,Aisha K,6.0,Information Tech.,"Java, Networking, Security",No
1237,Sneha S,5.2,Mechanical,"Thermo, Fluid Mech, Mechatronics",Yes
1238,Divya S,7.8,Data Science,"NLP, Data Mining, Stats",No
1239,Ravi K,6.9,Mechanical,"Mechatronics, Fluid Mech, Thermo",No
1240,Arjun T,9.8,Electronics,"Circuits, VLSI, Embedded",No
1241,Ankit M,8.2,Civil,"Structural, Geotech, Surveying",No
1242,Aisha K,9.8,Electrical,"EM Theory, Machines, Control",No
1243,Priya K,9.1,AI & ML,"AI, ML, DL",No
1244,Karan T,6.6,Mechanical,"CAD, Mechatronics, Thermo",No
1245,Priya S,5.2,Data Science,"ML, Data Mining, Python",Yes
1246,Aisha K,8.5,Electrical,"Power Systems, Machines, EM Theory",No
1247,Divya K,5.7,Electrical,"Machines, Control, Power Systems",Yes
1248,Priya S,10.0,Data Science,"NLP, Python, Stats",No
1249,Ankit R,5.5,Mechanical,"CAD, Fluid Mech, Dynamics",Yes
1250,Divya K,6.1,Computer Sci.,"AI, CN, Java",No
1251,Ankit S,6.3,Civil,"Structural, Surveying, Concrete Tech",No
1252,Rahul M,5.7,Mechanical,"Thermo, CAD, Mechatronics",Yes
1253,Rahul R,7.1,Electrical,"Control, Machines, Power Systems",No
1254,Arjun S,9.1,Information Tech.,"Networking, OS, Web Dev",No
1255,Ravi T,5.2,Data Science,"Data Mining, Stats, ML",Yes
1256,Sneha S,5.2,AI & ML,"RL, AI, DL",Yes
1257,Priya R,8.4,Computer Sci.,"Python, OS, Java",No
1258,Priya K,8.6,Electronics,"Embedded, Signals, Digital Logic",No
1259,Aisha M,6.0,Electrical,"Power Systems, Control, Machines",No
1260,Rahul S,5.0,Computer Sci.,"AI, DSA, Python",Yes
1261,Karan M,8.7,AI & ML,"AI, ML, NLP",No
1262,Ravi T,8.7,Civil,"Concrete Tech, Geotech, Surveying",No
1263,Ravi K,5.6,Civil,"Concrete Tech, Structural, Geotech",Yes
1264,Arjun S,7.5,AI & ML,"RL, NLP, DL",No
1265,Sneha M,9.3,Data Science,"NLP, Stats, ML",No
1266,Rahul M,6.7,Data Science,"NLP, Data Mining, Python",No
1267,Rahul T,6.4,Information Tech.,"Security, Web Dev, OS",No
1268,Priya R,8.4,Computer Sci.,"OS, DSA, Java",No
1269,Karan S,8.8,AI & ML,"RL, AI, NLP",No
1270,Sneha R,5.1,Civil,"Concrete Tech, Surveying, Geotech",Yes
1271,Ankit S,6.4,AI & ML,"NLP, ML, RL",No
1272,Ravi R,9.6,Electronics,"VLSI, Signals, Circuits",No
1273,Ankit R,7.7,Information Tech.,"Security, Web Dev, OS",No
1274,Aisha R,9.8,Information Tech.,"OS, Web Dev, Networking",No
1275,Aisha M,8.2,Electronics,"Digital Logic, VLSI, Embedded",No
1276,Meera S,6.6,Computer Sci.,"DSA, OS, AI",No
1277,Divya T,7.8,Electronics,"Signals, Embedded, Circuits",No
1278,Meera M,8.4,Civil,"Concrete Tech, Geotech, Structural",No
1279,Divya S,8.4,Civil,"Structural, Concrete Tech, Surveying",No
1280,Rahul M,9.7,Civil,"Surveying, Structural, Concrete Tech",No
1281,Sneha R,5.8,Mechanical,"CAD, Dynamics, Fluid Mech",Yes
1282,Rahul M,7.6,Data Science,"Data Mining, ML, NLP",No
1283,Ankit M,8.0,Civil,"Concrete Tech, Structural, Surveying",No
1284,Aisha M,8.0,Mechanical,"Fluid Mech, Mechatronics, Dynamics",No
1285,Arjun T,7.8,AI & ML,"ML, NLP, RL",No
1286,Arjun T,5.6,Electrical,"EM Theory, Machines, Control",Yes
1287,Ravi S,9.8,Information Tech.,"OS, Web Dev, Networking",No
1288,Sneha R,7.3,Computer Sci.,"OS, DSA, Java",No
1289,Rahul R,6.5,Information Tech.,"Java, Networking, Web Dev",No
1290,Aisha S,8.6,Electronics,"Digital Logic, Circuits, Signals",No
1291,Ankit M,6.8,Civil,"Concrete Tech, Geotech, Surveying",No
1292,Divya R,6.2,Mechanical,"Dynamics, Mechatronics, Thermo",No
1293,Priya T,7.3,AI & ML,"AI, RL, NLP",No
1294,Divya R,6.7,Mechanical,"Dynamics, CAD, Mechatronics",No
1295,Divya T,5.2,Information Tech.,"Security, Java, Networking",Yes
1296,Karan R,8.5,AI & ML,"ML, NLP, RL",No
1297,Meera M,8.7,Electronics,"Embedded, VLSI, Digital Logic",No
1298,Divya M,9.8,Civil,"Concrete Tech, Surveying, Structural",No
1299,Ravi M,6.8,Computer Sci.,"DBMS, DSA, CN",No
1300,Sneha T,7.0,Civil,"Geotech, Structural, Concrete Tech",No
1301,Rahul M,5.3,Information Tech.,"Security, Web Dev, Networking",Yes
1302,Divya R,6.2,Electrical,"Power Systems, Machines, EM Theory",No
1303,Ravi S,5.6,Civil,"Geotech, Surveying, Concrete Tech",Yes
1304,Ravi S,8.9,Information Tech.,"Networking, Web Dev, Security",No
1305,Arjun M,9.5,Electrical,"Power Systems, Control, EM Theory",No
1306,Rahul K,7.9,Information Tech.,"Security, Web Dev, Java",No
1307,Karan R,5.0,Electronics,"Digital Logic, VLSI, Embedded",Yes
1308,Karan T,9.4,Electronics,"Circuits, Signals, VLSI",No
1309,Ravi T,7.5,Computer Sci.,"CN, DSA, Python",No
1310,Ravi R,8.6,Electrical,"EM Theory, Machines, Power Systems",No
1311,Ravi M,9.3,Mechanical,"Fluid Mech, Mechatronics, Dynamics",No
1312,Arjun R,9.0,Electrical,"Machines, Power Systems, EM Theory",No
1313,Sneha R,9.4,Electronics,"VLSI, Digital Logic, Signals",No
1314,Arjun R,7.7,Information Tech.,"Java, OS, Security",No
1315,Divya K,8.4,Electrical,"EM Theory, Power Systems, Control",No
1316,Rahul K,8.0,Electronics,"Digital Logic, VLSI, Circuits",No
1317,Arjun K,9.7,Mechanical,"Mechatronics, Dynamics, CAD",No
1318,Meera R,5.2,Electronics,"Digital Logic, Signals, Embedded",Yes
1319,Karan K,8.8,Data Science,"Python, ML, NLP",No
1320,Ankit M,5.0,Electronics,"VLSI, Embedded, Digital Logic",Yes
1321,Ankit K,5.6,Information Tech.,"Security, OS, Networking",Yes
1322,Arjun R,7.6,Electronics,"Digital Logic, VLSI, Embedded",No
1323,Rahul S,9.5,Electronics,"Embedded, Circuits, VLSI",No
1324,Aisha T,5.3,Electrical,"Control, Power Systems, Machines",Yes
1325,Karan M,9.4,Computer Sci.,"Java, DSA, DBMS",No
1326,Rahul T,7.8,Computer Sci.,"CN, Python, AI",No
1327,Divya R,6.2,Civil,"Surveying, Structural, Geotech",No
1328,Meera M,7.4,AI & ML,"DL, ML, RL",No
1329,Priya M,5.5,Electronics,"Signals, Embedded, Digital Logic",Yes
1330,Priya S,6.3,Mechanical,"Thermo, Dynamics, CAD",No
1331,Aisha R,6.3,Information Tech.,"OS, Networking, Web Dev",No
1332,Meera K,9.9,AI & ML,"AI, NLP, DL",No
1333,Meera M,7.2,Computer Sci.,"DBMS, OS, CN",No
1334,Karan T,8.4,Computer Sci.,"AI, DSA, DBMS",No
1335,Ankit M,7.5,Data Science,"ML, Stats, Python",No
1336,Divya T,7.6,Electrical,"Machines, Power Systems, EM Theory",No
1337,Rahul T,8.6,AI & ML,"NLP, RL, DL",No
1338,Ravi T,8.7,AI & ML,"AI, RL, NLP",No
1339,Meera M,7.2,AI & ML,"RL, NLP, ML",No
1340,Arjun R,7.4,Information Tech.,"OS, Java, Web Dev",No
1341,Aisha K,6.3,Data Science,"Data Mining, NLP, Stats",No
1342,Aisha K,5.4,Information Tech.,"Java, OS, Web Dev",Yes
1343,Ankit M,7.4,Computer Sci.,"OS, CN, Python",No
1344,Aisha T,5.7,Information Tech.,"Java, Web Dev, Networking",Yes
1345,Divya K,6.7,AI & ML,"NLP, AI, RL",No
1346,Divya T,7.3,Information Tech.,"Security, Networking, OS",No
1347,Rahul R,9.5,Mechanical,"Mechatronics, CAD, Thermo",No
1348,Arjun M,8.1,Electronics,"Signals, VLSI, Embedded",No
1349,Arjun S,7.3,AI & ML,"DL, AI, NLP",No
1350,Priya T,6.1,Data Science,"ML, Stats, Data Mining",No
1351,Aisha M,8.4,Electrical,"EM Theory, Power Systems, Machines",No
1352,Sneha T,5.1,Data Science,"NLP, Data Mining, Stats",Yes
1353,Ravi M,5.2,AI & ML,"NLP, RL, ML",Yes
1354,Ravi M,8.4,Data Science,"Stats, Data Mining, ML",No
1355,Meera K,6.4,Data Science,"ML, Data Mining, Python",No
1356,Divya S,6.2,Computer Sci.,"Java, Python, AI",No
1357,Priya T,6.5,Civil,"Structural, Surveying, Concrete Tech",No
1358,Karan T,7.3,Information Tech.,"Security, Networking, Web Dev",No
1359,Priya S,6.9,Electrical,"Power Systems, EM Theory, Machines",No
1360,Meera R,6.2,Electrical,"EM Theory, Control, Machines",No
1361,Priya T,6.9,Civil,"Concrete Tech, Surveying, Structural",No
1362,Sneha S,5.1,Information Tech.,"Networking, Web Dev, Security",Yes
1363,Karan S,9.8,AI & ML,"NLP, AI, ML",No
1364,Rahul R,6.2,Computer Sci.,"CN, DBMS, OS",No
1365,Meera R,5.4,Mechanical,"Thermo, CAD, Fluid Mech",Yes
1366,Ankit K,5.1,Mechanical,"Mechatronics, Thermo, CAD",Yes
1367,Arjun R,9.9,Information Tech.,"Networking, OS, Java",No
1368,Ravi M,5.7,Computer Sci.,"AI, CN, DBMS",Yes
1369,Ravi K,7.9,Data Science,"ML, Stats, NLP",No
1370,Meera R,5.3,AI & ML,"RL, AI, DL",Yes
1371,Sneha R,6.1,AI & ML,"RL, DL, NLP",No
1372,Ankit R,6.8,Electronics,"Signals, Circuits, VLSI",No
1373,Meera K,8.8,Electrical,"Control, EM Theory, Machines",No
1374,Meera R,7.7,Electronics,"Embedded, Signals, Digital Logic",No
1375,Arjun T,9.1,Mechanical,"Mechatronics, Fluid Mech, Dynamics",No
1376,Ankit R,9.4,Computer Sci.,"Python, Java, DBMS",No
1377,Sneha T,7.2,Computer Sci.,"DSA, AI, Java",No
1378,Priya S,6.9,Computer Sci.,"Python, CN, OS",No
1379,Ravi S,7.3,AI & ML,"AI, NLP, DL",No
1380,Meera K,8.1,Data Science,"NLP, Python, ML",No
1381,Divya R,5.5,Computer Sci.,"AI, CN, OS",Yes
1382,Ankit R,7.8,Electrical,"Control, Power Systems, EM Theory",No
1383,Karan R,6.4,Data Science,"Python, Stats, NLP",No
1384,Karan M,7.9,Electronics,"VLSI, Signals, Embedded",No
1385,Divya T,7.9,Computer Sci.,"DSA, OS, DBMS",No
1386,Divya M,5.6,Mechanical,"Fluid Mech, Dynamics, Mechatronics",Yes
1387,Aisha R,7.7,Electrical,"EM Theory, Control, Power Systems",No
1388,Rahul T,9.2,AI & ML,"ML, AI, DL",No
1389,Ankit S,6.2,Computer Sci.,"Python, DSA, DBMS",No
1390,Sneha M,7.4,Data Science,"Data Mining, ML, Python",No
1391,Rahul M,7.1,Information Tech.,"Web Dev, Java, Security",No
1392,Rahul R,5.1,Mechanical,"Dynamics, Mechatronics, Thermo",Yes
1393,Divya S,5.2,Mechanical,"Mechatronics, Dynamics, Thermo",Yes
1394,Aisha K,7.2,Electrical,"EM Theory, Power Systems, Machines",No
1395,Priya K,7.3,Information Tech.,"Java, OS, Web Dev",No
1396,Priya R,7.1,Civil,"Geotech, Surveying, Structural",No
